week,worker_id,parent_worker_id,depth,candidate,temperature,current_penalty,local_best,global_best,cands_since_improve
4,29,27,0,297819,0.026679,150,150,105,100000
4,29,27,0,397819,0.001683,150,150,105,100000
4,29,27,0,497819,0.000106,150,150,105,100000
4,33,31,0,172634,0.847992,205,145,90,100000
4,33,31,0,272634,0.053505,205,145,90,100000
4,33,31,0,372634,0.003376,205,145,90,100000
4,33,31,0,472634,0.000213,205,145,90,100000
4,37,35,0,174950,0.795426,205,145,90,100000
4,37,35,0,274950,0.050188,205,145,90,100000
4,37,35,0,374950,0.003167,205,145,90,100000
4,37,35,0,474950,0.000200,205,145,90,100000
4,35,33,0,182560,0.644585,175,175,90,100000
4,35,33,0,282560,0.040671,175,175,90,100000
4,35,33,0,382560,0.002566,175,175,90,100000
4,35,33,0,482560,0.000162,175,175,90,100000
4,34,32,0,204407,0.352465,150,150,90,100000
4,34,32,0,304407,0.022239,150,150,90,100000
4,34,32,0,404407,0.001403,150,150,90,100000
4,49,47,0,198247,0.417865,105,105,90,100000
4,49,47,0,298247,0.026365,105,105,90,100000
4,49,47,0,398247,0.001664,105,105,90,100000
4,49,47,0,498247,0.000105,105,105,90,100000
4,43,41,0,184947,0.603443,130,130,90,100000
4,43,41,0,284947,0.038075,130,130,90,100000
4,43,41,0,384947,0.002402,130,130,90,100000
4,43,41,0,484947,0.000152,130,130,90,100000
4,38,36,0,191204,0.507636,135,135,90,100000
4,38,36,0,291204,0.032030,135,135,90,100000
4,38,36,0,391204,0.002021,135,135,90,100000
4,38,36,0,491204,0.000128,135,135,90,100000
4,40,38,0,191474,0.503862,175,175,90,100000
4,40,38,0,291474,0.031792,175,175,90,100000
4,40,38,0,391474,0.002006,175,175,90,100000
4,40,38,0,491474,0.000127,175,175,90,100000
4,39,37,0,205555,0.341460,150,150,90,100000
4,39,37,0,305555,0.021545,150,150,90,100000
4,39,37,0,405555,0.001359,150,150,90,100000
4,44,42,0,175552,0.782305,205,190,90,100000
4,44,42,0,275552,0.049360,205,190,90,100000
4,44,42,0,375552,0.003114,205,190,90,100000
4,44,42,0,475552,0.000197,205,190,90,100000
4,45,43,0,195911,0.445726,115,115,90,100000
4,45,43,0,295911,0.028123,115,115,90,100000
4,45,43,0,395911,0.001774,115,115,90,100000
4,45,43,0,495911,0.000112,115,115,90,100000
4,42,40,0,199960,0.398547,150,150,90,100000
4,42,40,0,299960,0.025147,150,150,90,100000
4,42,40,0,399960,0.001587,150,150,90,100000
4,42,40,0,499960,0.000100,150,150,90,100000
4,52,50,0,186356,0.580401,180,180,90,100000
4,52,50,0,286356,0.036621,180,180,90,100000
4,52,50,0,386356,0.002311,180,180,90,100000
4,52,50,0,486356,0.000146,180,180,90,100000
4,47,45,0,193847,0.471885,150,150,90,100000
4,47,45,0,293847,0.029774,150,150,90,100000
4,47,45,0,393847,0.001879,150,150,90,100000
4,47,45,0,493847,0.000119,150,150,90,100000
4,51,49,0,225132,0.198800,165,165,90,100000
4,51,49,0,325132,0.012543,165,165,90,100000
4,51,49,0,425132,0.000791,165,165,90,100000
4,36,34,0,179192,0.707450,180,180,90,100000
4,36,34,0,279192,0.044637,180,180,90,100000
4,36,34,0,379192,0.002816,180,180,90,100000
4,36,34,0,479192,0.000178,180,180,90,100000
4,56,54,0,150172,1.577379,180,150,90,100000
4,56,54,0,250172,0.099526,180,150,90,100000
4,56,54,0,350172,0.006280,180,150,90,100000
4,56,54,0,450172,0.000396,180,150,90,100000
4,41,39,0,179722,0.697166,165,165,90,100000
4,41,39,0,279722,0.043988,165,165,90,100000
4,41,39,0,379722,0.002775,165,165,90,100000
4,41,39,0,479722,0.000175,165,165,90,100000
4,50,48,0,188458,0.547651,165,165,90,100000
4,50,48,0,288458,0.034554,165,165,90,100000
4,50,48,0,388458,0.002180,165,165,90,100000
4,50,48,0,488458,0.000138,165,165,90,100000
4,54,52,0,162848,1.111281,180,150,90,100000
4,54,52,0,262848,0.070117,180,150,90,100000
4,54,52,0,362848,0.004424,180,150,90,100000
4,54,52,0,462848,0.000279,180,150,90,100000
4,53,51,0,182402,0.647405,105,90,90,100000
4,53,51,0,282402,0.040848,105,90,90,100000
4,53,51,0,382402,0.002577,105,90,90,100000
4,53,51,0,482402,0.000163,105,90,90,100000
4,46,44,0,185279,0.597932,135,135,90,100000
4,46,44,0,285279,0.037727,135,135,90,100000
4,46,44,0,385279,0.002380,135,135,90,100000
4,46,44,0,485279,0.000150,135,135,90,100000
4,48,46,0,189918,0.525998,225,210,90,100000
4,48,46,0,289918,0.033188,225,210,90,100000
4,48,46,0,389918,0.002094,225,210,90,100000
4,48,46,0,489918,0.000132,225,210,90,100000
4,60,58,0,150172,1.577379,190,105,90,100000
4,60,58,0,250172,0.099526,190,105,90,100000
4,60,58,0,350172,0.006280,190,105,90,100000
4,60,58,0,450172,0.000396,190,105,90,100000
4,58,56,0,150172,1.577379,160,120,90,100000
4,58,56,0,250172,0.099526,160,120,90,100000
4,58,56,0,350172,0.006280,160,120,90,100000
4,58,56,0,450172,0.000396,160,120,90,100000
4,55,53,0,150172,1.577379,195,160,90,100000
4,55,53,0,250172,0.099526,195,160,90,100000
4,55,53,0,350172,0.006280,195,160,90,100000
4,55,53,0,450172,0.000396,195,160,90,100000
4,59,57,0,150172,1.577379,195,115,90,100000
4,59,57,0,250172,0.099526,195,115,90,100000
4,59,57,0,350172,0.006280,195,115,90,100000
4,59,57,0,450172,0.000396,195,115,90,100000
4,57,55,0,150172,1.577379,165,135,90,100000
4,57,55,0,250172,0.099526,165,135,90,100000
4,57,55,0,350172,0.006280,165,135,90,100000
4,57,55,0,450172,0.000396,165,135,90,100000
4,61,59,0,150172,1.577379,165,90,90,100000
4,61,59,0,250172,0.099526,165,90,90,100000
4,61,59,0,350172,0.006280,165,90,90,100000
4,61,59,0,450172,0.000396,165,90,90,100000
5,18,16,0,170370,0.902734,500,410,340,100000
5,18,16,0,270370,0.056959,500,410,340,100000
5,18,16,0,370370,0.003594,500,410,340,100000
5,18,16,0,470370,0.000227,500,410,340,100000
5,8,6,0,207779,0.321109,355,355,340,100000
5,8,6,0,307779,0.020261,355,355,340,100000
5,8,6,0,407779,0.001278,355,355,340,100000
5,25,23,0,194651,0.461517,405,390,340,100000
5,25,23,0,294651,0.029120,405,390,340,100000
5,25,23,0,394651,0.001837,405,390,340,100000
5,25,23,0,494651,0.000116,405,390,340,100000
5,32,30,0,205501,0.341970,360,360,340,100000
5,32,30,0,305501,0.021577,360,360,340,100000
5,32,30,0,405501,0.001361,360,360,340,100000
5,9,7,0,184921,0.603876,380,370,340,100000
5,9,7,0,284921,0.038102,380,370,340,100000
5,9,7,0,384921,0.002404,380,370,340,100000
5,9,7,0,484921,0.000152,380,370,340,100000
5,13,11,0,194018,0.469660,350,350,340,100000
5,13,11,0,294018,0.029634,350,350,340,100000
5,13,11,0,394018,0.001870,350,350,340,100000
5,13,11,0,494018,0.000118,350,350,340,100000
5,4,2,0,170531,0.898727,390,365,340,100000
5,4,2,0,270531,0.056706,390,365,340,100000
5,4,2,0,370531,0.003578,390,365,340,100000
5,4,2,0,470531,0.000226,390,365,340,100000
5,0,-1,0,198193,0.418489,360,360,340,100000
5,0,-1,0,298193,0.026405,360,360,340,100000
5,0,-1,0,398193,0.001666,360,360,340,100000
5,0,-1,0,498193,0.000105,360,360,340,100000
5,20,18,0,207085,0.327326,375,375,340,100000
5,20,18,0,307085,0.020653,375,375,340,100000
5,20,18,0,407085,0.001303,375,375,340,100000
5,14,12,0,192050,0.495907,410,410,340,100000
5,14,12,0,292050,0.031290,410,410,340,100000
5,14,12,0,392050,0.001974,410,410,340,100000
5,14,12,0,492050,0.000125,410,410,340,100000
5,19,17,0,203089,0.365538,370,370,340,100000
5,19,17,0,303089,0.023064,370,370,340,100000
5,19,17,0,403089,0.001455,370,370,340,100000
5,30,28,0,202739,0.369090,340,340,340,100000
5,30,28,0,302739,0.023288,340,340,340,100000
5,30,28,0,402739,0.001469,340,340,340,100000
5,11,9,0,187525,0.561953,375,375,340,100000
5,11,9,0,287525,0.035457,375,375,340,100000
5,11,9,0,387525,0.002237,375,375,340,100000
5,11,9,0,487525,0.000141,375,375,340,100000
5,12,10,0,177934,0.732474,400,385,340,100000
5,12,10,0,277934,0.046216,400,385,340,100000
5,12,10,0,377934,0.002916,400,385,340,100000
5,12,10,0,477934,0.000184,400,385,340,100000
5,31,29,0,199876,0.399474,350,350,340,100000
5,31,29,0,299876,0.025205,350,350,340,100000
5,31,29,0,399876,0.001590,350,350,340,100000
5,31,29,0,499876,0.000100,350,350,340,100000
5,23,21,0,210720,0.296047,350,350,340,100000
5,23,21,0,310720,0.018679,350,350,340,100000
5,23,21,0,410720,0.001179,350,350,340,100000
5,16,14,0,208180,0.317570,410,395,340,100000
5,16,14,0,308180,0.020037,410,395,340,100000
5,16,14,0,408180,0.001264,410,395,340,100000
5,5,3,0,213249,0.276065,375,375,340,100000
5,5,3,0,313249,0.017419,375,375,340,100000
5,5,3,0,413249,0.001099,375,375,340,100000
5,29,27,0,184339,0.613666,350,350,340,100000
5,29,27,0,284339,0.038720,350,350,340,100000
5,29,27,0,384339,0.002443,350,350,340,100000
5,29,27,0,484339,0.000154,350,350,340,100000
5,21,19,0,199167,0.407377,355,355,340,100000
5,21,19,0,299167,0.025704,355,355,340,100000
5,21,19,0,399167,0.001622,355,355,340,100000
5,21,19,0,499167,0.000102,355,355,340,100000
5,3,1,0,194125,0.468274,415,385,340,100000
5,3,1,0,294125,0.029546,415,385,340,100000
5,3,1,0,394125,0.001864,415,385,340,100000
5,3,1,0,494125,0.000118,415,385,340,100000
5,24,22,0,184565,0.609846,405,390,340,100000
5,24,22,0,284565,0.038479,405,390,340,100000
5,24,22,0,384565,0.002428,405,390,340,100000
5,24,22,0,484565,0.000153,405,390,340,100000
5,15,13,0,199819,0.400103,340,340,340,100000
5,15,13,0,299819,0.025245,340,340,340,100000
5,15,13,0,399819,0.001593,340,340,340,100000
5,15,13,0,499819,0.000101,340,340,340,100000
5,28,26,0,170277,0.905057,435,405,340,100000
5,28,26,0,270277,0.057105,435,405,340,100000
5,28,26,0,370277,0.003603,435,405,340,100000
5,28,26,0,470277,0.000227,435,405,340,100000
5,17,15,0,177210,0.747274,410,370,340,100000
5,17,15,0,277210,0.047150,410,370,340,100000
5,17,15,0,377210,0.002975,410,370,340,100000
5,17,15,0,477210,0.000188,410,370,340,100000
5,26,24,0,170810,0.891826,400,375,340,100000
5,26,24,0,270810,0.056270,400,375,340,100000
5,26,24,0,370810,0.003550,400,375,340,100000
5,26,24,0,470810,0.000224,400,375,340,100000
5,2,0,0,171932,0.864602,430,410,340,100000
5,2,0,0,271932,0.054553,430,410,340,100000
5,2,0,0,371932,0.003442,430,410,340,100000
5,2,0,0,471932,0.000217,430,410,340,100000
5,7,5,0,218044,0.241809,390,390,340,100000
5,7,5,0,318044,0.015257,390,390,340,100000
5,7,5,0,418044,0.000963,390,390,340,100000
5,27,25,0,222921,0.211324,370,370,340,100000
5,27,25,0,322921,0.013334,370,370,340,100000
5,27,25,0,422921,0.000841,370,370,340,100000
5,6,4,0,198869,0.410745,390,390,340,100000
5,6,4,0,298869,0.025916,390,390,340,100000
5,6,4,0,398869,0.001635,390,390,340,100000
5,6,4,0,498869,0.000103,390,390,340,100000
5,10,8,0,167475,0.977913,455,425,340,100000
5,10,8,0,267475,0.061702,455,425,340,100000
5,10,8,0,367475,0.003893,455,425,340,100000
5,10,8,0,467475,0.000246,455,425,340,100000
5,22,20,0,191650,0.501418,350,350,340,100000
5,22,20,0,291650,0.031637,350,350,340,100000
5,22,20,0,391650,0.001996,350,350,340,100000
5,22,20,0,491650,0.000126,350,350,340,100000
5,33,31,0,197758,0.423549,375,375,335,100000
5,33,31,0,297758,0.026724,375,375,335,100000
5,33,31,0,397758,0.001686,375,375,335,100000
5,33,31,0,497758,0.000106,375,375,335,100000
5,37,35,0,181975,0.655089,335,335,335,100000
5,37,35,0,281975,0.041333,335,335,335,100000
5,37,35,0,381975,0.002608,335,335,335,100000
5,37,35,0,481975,0.000165,335,335,335,100000
5,35,33,0,184028,0.618962,390,375,335,100000
5,35,33,0,284028,0.039054,390,375,335,100000
5,35,33,0,384028,0.002464,390,375,335,100000
5,35,33,0,484028,0.000155,390,375,335,100000
5,36,34,0,184201,0.616010,400,390,335,100000
5,36,34,0,284201,0.038868,400,390,335,100000
5,36,34,0,384201,0.002452,400,390,335,100000
5,36,34,0,484201,0.000155,400,390,335,100000
5,34,32,0,189838,0.527162,365,365,335,100000
5,34,32,0,289838,0.033262,365,365,335,100000
5,34,32,0,389838,0.002099,365,365,335,100000
5,34,32,0,489838,0.000132,365,365,335,100000
5,44,42,0,180445,0.683376,380,350,335,100000
5,44,42,0,280445,0.043118,380,350,335,100000
5,44,42,0,380445,0.002721,380,350,335,100000
5,44,42,0,480445,0.000172,380,350,335,100000
5,43,41,0,200400,0.393731,370,370,335,100000
5,43,41,0,300400,0.024843,370,370,335,100000
5,43,41,0,400400,0.001567,370,370,335,100000
5,50,48,0,204416,0.352377,380,380,335,100000
5,50,48,0,304416,0.022234,380,380,335,100000
5,50,48,0,404416,0.001403,380,380,335,100000
5,41,39,0,183981,0.619766,440,420,335,100000
5,41,39,0,283981,0.039105,440,420,335,100000
5,41,39,0,383981,0.002467,440,420,335,100000
5,41,39,0,483981,0.000156,440,420,335,100000
5,47,45,0,213330,0.275448,385,385,335,100000
5,47,45,0,313330,0.017380,385,385,335,100000
5,47,45,0,413330,0.001097,385,385,335,100000
5,62,60,0,175302,0.787727,350,350,335,100000
5,62,60,0,275302,0.049702,350,350,335,100000
5,62,60,0,375302,0.003136,350,350,335,100000
5,62,60,0,475302,0.000198,350,350,335,100000
5,40,38,0,183586,0.626568,405,405,335,100000
5,40,38,0,283586,0.039534,405,405,335,100000
5,40,38,0,383586,0.002494,405,405,335,100000
5,40,38,0,483586,0.000157,405,405,335,100000
5,42,40,0,173447,0.829156,405,365,335,100000
5,42,40,0,273447,0.052316,405,365,335,100000
5,42,40,0,373447,0.003301,405,365,335,100000
5,42,40,0,473447,0.000208,405,365,335,100000
5,52,50,0,191117,0.508857,440,425,335,100000
5,52,50,0,291117,0.032107,440,425,335,100000
5,52,50,0,391117,0.002026,440,425,335,100000
5,52,50,0,491117,0.000128,440,425,335,100000
5,51,49,0,207664,0.322131,370,370,335,100000
5,51,49,0,307664,0.020325,370,370,335,100000
5,51,49,0,407664,0.001282,370,370,335,100000
5,54,52,0,185981,0.586446,370,370,335,100000
5,54,52,0,285981,0.037002,370,370,335,100000
5,54,52,0,385981,0.002335,370,370,335,100000
5,54,52,0,485981,0.000147,370,370,335,100000
5,48,46,0,184936,0.603626,395,385,335,100000
5,48,46,0,284936,0.038086,395,385,335,100000
5,48,46,0,384936,0.002403,395,385,335,100000
5,48,46,0,484936,0.000152,395,385,335,100000
5,38,36,0,182866,0.639158,395,385,335,100000
5,38,36,0,282866,0.040328,395,385,335,100000
5,38,36,0,382866,0.002545,395,385,335,100000
5,38,36,0,482866,0.000161,395,385,335,100000
5,49,47,0,184308,0.614192,380,380,335,100000
5,49,47,0,284308,0.038753,380,380,335,100000
5,49,47,0,384308,0.002445,380,380,335,100000
5,49,47,0,484308,0.000154,380,380,335,100000
5,45,43,0,189234,0.536034,380,380,335,100000
5,45,43,0,289234,0.033821,380,380,335,100000
5,45,43,0,389234,0.002134,380,380,335,100000
5,45,43,0,489234,0.000135,380,380,335,100000
5,39,37,0,185043,0.601844,435,390,335,100000
5,39,37,0,285043,0.037974,435,390,335,100000
5,39,37,0,385043,0.002396,435,390,335,100000
5,39,37,0,485043,0.000151,435,390,335,100000
5,53,51,0,162258,1.129546,410,350,335,100000
5,53,51,0,262258,0.071270,410,350,335,100000
5,53,51,0,362258,0.004497,410,350,335,100000
5,53,51,0,462258,0.000284,410,350,335,100000
5,60,58,0,176903,0.753640,380,365,335,100000
5,60,58,0,276903,0.047551,380,365,335,100000
5,60,58,0,376903,0.003000,380,365,335,100000
5,60,58,0,476903,0.000189,380,365,335,100000
5,58,56,0,201209,0.385028,370,370,335,100000
5,58,56,0,301209,0.024294,370,370,335,100000
5,58,56,0,401209,0.001533,370,370,335,100000
5,46,44,0,177918,0.732798,395,380,335,100000
5,46,44,0,277918,0.046236,395,380,335,100000
5,46,44,0,377918,0.002917,395,380,335,100000
5,46,44,0,477918,0.000184,395,380,335,100000
5,59,57,0,202755,0.368927,370,370,335,100000
5,59,57,0,302755,0.023278,370,370,335,100000
5,59,57,0,402755,0.001469,370,370,335,100000
5,57,55,0,190409,0.518910,385,360,335,100000
5,57,55,0,290409,0.032741,385,360,335,100000
5,57,55,0,390409,0.002066,385,360,335,100000
5,57,55,0,490409,0.000130,385,360,335,100000
5,56,54,0,196276,0.441253,360,360,335,100000
5,56,54,0,296276,0.027841,360,360,335,100000
5,56,54,0,396276,0.001757,360,360,335,100000
5,56,54,0,496276,0.000111,360,360,335,100000
5,61,59,0,191695,0.500795,410,380,335,100000
5,61,59,0,291695,0.031598,410,380,335,100000
5,61,59,0,391695,0.001994,410,380,335,100000
5,61,59,0,491695,0.000126,410,380,335,100000
5,64,62,0,183809,0.622719,410,395,335,100000
5,64,62,0,283809,0.039291,410,395,335,100000
5,64,62,0,383809,0.002479,410,395,335,100000
5,64,62,0,483809,0.000156,410,395,335,100000
5,63,61,0,198321,0.417011,400,400,335,100000
5,63,61,0,298321,0.026312,400,400,335,100000
5,63,61,0,398321,0.001660,400,400,335,100000
5,63,61,0,498321,0.000105,400,400,335,100000
5,55,53,0,193203,0.480357,390,390,335,100000
5,55,53,0,293203,0.030308,390,390,335,100000
5,55,53,0,393203,0.001912,390,390,335,100000
5,55,53,0,493203,0.000121,390,390,335,100000
5,67,65,0,181658,0.660852,390,375,335,100000
5,67,65,0,281658,0.041697,390,375,335,100000
5,67,65,0,381658,0.002631,390,375,335,100000
5,67,65,0,481658,0.000166,390,375,335,100000
5,68,66,0,180079,0.690322,445,405,335,100000
5,68,66,0,280079,0.043556,445,405,335,100000
5,68,66,0,380079,0.002748,445,405,335,100000
5,68,66,0,480079,0.000173,445,405,335,100000
5,65,63,0,205569,0.341328,370,370,335,100000
5,65,63,0,305569,0.021536,370,370,335,100000
5,65,63,0,405569,0.001359,370,370,335,100000
5,78,76,0,150172,1.577379,365,340,335,100000
5,78,76,0,250172,0.099526,365,340,335,100000
5,78,76,0,350172,0.006280,365,340,335,100000
5,78,76,0,450172,0.000396,365,340,335,100000
5,71,69,0,202738,0.369100,390,360,335,100000
5,71,69,0,302738,0.023289,390,360,335,100000
5,71,69,0,402738,0.001469,390,360,335,100000
5,79,77,0,150172,1.577379,355,335,335,100000
5,79,77,0,250172,0.099526,355,335,335,100000
5,79,77,0,350172,0.006280,355,335,335,100000
5,79,77,0,450172,0.000396,355,335,335,100000
5,72,70,0,182370,0.647978,375,355,335,100000
5,72,70,0,282370,0.040885,375,355,335,100000
5,72,70,0,382370,0.002580,375,355,335,100000
5,72,70,0,482370,0.000163,375,355,335,100000
5,75,73,0,172173,0.858863,405,385,335,100000
5,75,73,0,272173,0.054191,405,385,335,100000
5,75,73,0,372173,0.003419,405,385,335,100000
5,75,73,0,472173,0.000216,405,385,335,100000
5,74,72,0,178146,0.728196,400,395,335,100000
5,74,72,0,278146,0.045946,400,395,335,100000
5,74,72,0,378146,0.002899,400,395,335,100000
5,74,72,0,478146,0.000183,400,395,335,100000
5,76,74,0,183451,0.628909,380,350,335,100000
5,76,74,0,283451,0.039681,380,350,335,100000
5,76,74,0,383451,0.002504,380,350,335,100000
5,76,74,0,483451,0.000158,380,350,335,100000
5,77,75,0,150172,1.577379,365,350,335,100000
5,77,75,0,250172,0.099526,365,350,335,100000
5,77,75,0,350172,0.006280,365,350,335,100000
5,77,75,0,450172,0.000396,365,350,335,100000
5,70,68,0,172470,0.851844,400,380,335,100000
5,70,68,0,272470,0.053748,400,380,335,100000
5,70,68,0,372470,0.003391,400,380,335,100000
5,70,68,0,472470,0.000214,400,380,335,100000
5,66,64,0,187210,0.566865,355,340,335,100000
5,66,64,0,287210,0.035767,355,340,335,100000
5,66,64,0,387210,0.002257,355,340,335,100000
5,66,64,0,487210,0.000142,355,340,335,100000
5,73,71,0,185252,0.598379,415,385,335,100000
5,73,71,0,285252,0.037755,415,385,335,100000
5,73,71,0,385252,0.002382,415,385,335,100000
5,73,71,0,485252,0.000150,415,385,335,100000
5,69,67,0,178712,0.716896,375,365,335,100000
5,69,67,0,278712,0.045233,375,365,335,100000
5,69,67,0,378712,0.002854,375,365,335,100000
5,69,67,0,478712,0.000180,375,365,335,100000
6,4,2,0,233833,0.156316,290,290,205,100000
6,4,2,0,333833,0.009863,290,290,205,100000
6,4,2,0,433833,0.000622,290,290,205,100000
6,13,11,0,171545,0.873897,275,275,205,100000
6,13,11,0,271545,0.055139,275,275,205,100000
6,13,11,0,371545,0.003479,275,275,205,100000
6,13,11,0,471545,0.000220,275,275,205,100000
6,25,23,0,176405,0.764082,205,205,205,100000
6,25,23,0,276405,0.048210,205,205,205,100000
6,25,23,0,376405,0.003042,205,205,205,100000
6,25,23,0,476405,0.000192,205,205,205,100000
6,24,22,0,177011,0.751394,250,250,205,100000
6,24,22,0,277011,0.047410,250,250,205,100000
6,24,22,0,377011,0.002991,250,250,205,100000
6,24,22,0,477011,0.000189,250,250,205,100000
6,17,15,0,193720,0.473544,235,220,205,100000
6,17,15,0,293720,0.029879,235,220,205,100000
6,17,15,0,393720,0.001885,235,220,205,100000
6,17,15,0,493720,0.000119,235,220,205,100000
6,16,14,0,199235,0.406612,280,280,205,100000
6,16,14,0,299235,0.025655,280,280,205,100000
6,16,14,0,399235,0.001619,280,280,205,100000
6,16,14,0,499235,0.000102,280,280,205,100000
6,2,0,0,193819,0.472250,280,280,205,100000
6,2,0,0,293819,0.029797,280,280,205,100000
6,2,0,0,393819,0.001880,280,280,205,100000
6,2,0,0,493819,0.000119,280,280,205,100000
6,11,9,0,179394,0.703513,235,235,205,100000
6,11,9,0,279394,0.044389,235,235,205,100000
6,11,9,0,379394,0.002801,235,235,205,100000
6,11,9,0,479394,0.000177,235,235,205,100000
6,18,16,0,171094,0.884855,295,270,205,100000
6,18,16,0,271094,0.055831,295,270,205,100000
6,18,16,0,371094,0.003523,295,270,205,100000
6,18,16,0,471094,0.000222,295,270,205,100000
6,29,27,0,167216,0.984936,295,255,205,100000
6,29,27,0,267216,0.062145,295,255,205,100000
6,29,27,0,367216,0.003921,295,255,205,100000
6,29,27,0,467216,0.000247,295,255,205,100000
6,31,29,0,187659,0.559876,265,260,205,100000
6,31,29,0,287659,0.035326,265,260,205,100000
6,31,29,0,387659,0.002229,265,260,205,100000
6,31,29,0,487659,0.000141,265,260,205,100000
6,26,24,0,188860,0.541602,265,265,205,100000
6,26,24,0,288860,0.034173,265,265,205,100000
6,26,24,0,388860,0.002156,265,265,205,100000
6,26,24,0,488860,0.000136,265,265,205,100000
6,21,19,0,180004,0.691755,235,235,205,100000
6,21,19,0,280004,0.043647,235,235,205,100000
6,21,19,0,380004,0.002754,235,235,205,100000
6,21,19,0,480004,0.000174,235,235,205,100000
6,22,20,0,184985,0.602809,295,280,205,100000
6,22,20,0,284985,0.038035,295,280,205,100000
6,22,20,0,384985,0.002400,295,280,205,100000
6,22,20,0,484985,0.000151,295,280,205,100000
6,27,25,0,176653,0.758864,235,235,205,100000
6,27,25,0,276653,0.047881,235,235,205,100000
6,27,25,0,376653,0.003021,235,235,205,100000
6,27,25,0,476653,0.000191,235,235,205,100000
6,15,13,0,174359,0.808522,265,230,205,100000
6,15,13,0,274359,0.051014,265,230,205,100000
6,15,13,0,374359,0.003219,265,230,205,100000
6,15,13,0,474359,0.000203,265,230,205,100000
6,3,1,0,178031,0.730513,315,315,205,100000
6,3,1,0,278031,0.046092,315,315,205,100000
6,3,1,0,378031,0.002908,315,315,205,100000
6,3,1,0,478031,0.000183,315,315,205,100000
6,5,3,0,191252,0.506963,260,245,205,100000
6,5,3,0,291252,0.031987,260,245,205,100000
6,5,3,0,391252,0.002018,260,245,205,100000
6,5,3,0,491252,0.000127,260,245,205,100000
6,28,26,0,205097,0.345809,245,245,205,100000
6,28,26,0,305097,0.021819,245,245,205,100000
6,28,26,0,405097,0.001377,245,245,205,100000
6,32,30,0,191133,0.508632,265,250,205,100000
6,32,30,0,291133,0.032093,265,250,205,100000
6,32,30,0,391133,0.002025,265,250,205,100000
6,32,30,0,491133,0.000128,265,250,205,100000
6,7,5,0,171757,0.868792,265,265,205,100000
6,7,5,0,271757,0.054817,265,265,205,100000
6,7,5,0,371757,0.003459,265,265,205,100000
6,7,5,0,471757,0.000218,265,265,205,100000
6,8,6,0,184857,0.604945,255,255,205,100000
6,8,6,0,284857,0.038169,255,255,205,100000
6,8,6,0,384857,0.002408,255,255,205,100000
6,8,6,0,484857,0.000152,255,255,205,100000
6,10,8,0,183205,0.633199,270,220,205,100000
6,10,8,0,283205,0.039952,270,220,205,100000
6,10,8,0,383205,0.002521,270,220,205,100000
6,10,8,0,483205,0.000159,270,220,205,100000
6,6,4,0,171608,0.872377,250,250,205,100000
6,6,4,0,271608,0.055043,250,250,205,100000
6,6,4,0,371608,0.003473,250,250,205,100000
6,6,4,0,471608,0.000219,250,250,205,100000
6,20,18,0,207020,0.327914,275,275,205,100000
6,20,18,0,307020,0.020690,275,275,205,100000
6,20,18,0,407020,0.001305,275,275,205,100000
6,12,10,0,202492,0.371617,255,255,205,100000
6,12,10,0,302492,0.023447,255,255,205,100000
6,12,10,0,402492,0.001479,255,255,205,100000
6,23,21,0,198024,0.420448,250,250,205,100000
6,23,21,0,298024,0.026528,250,250,205,100000
6,23,21,0,398024,0.001674,250,250,205,100000
6,23,21,0,498024,0.000106,250,250,205,100000
6,9,7,0,191400,0.504894,250,250,205,100000
6,9,7,0,291400,0.031857,250,250,205,100000
6,9,7,0,391400,0.002010,250,250,205,100000
6,9,7,0,491400,0.000127,250,250,205,100000
6,0,-1,0,154934,1.382904,355,305,205,100000
6,0,-1,0,254934,0.087255,355,305,205,100000
6,0,-1,0,354934,0.005505,355,305,205,100000
6,0,-1,0,454934,0.000347,355,305,205,100000
6,30,28,0,191546,0.502861,290,290,205,100000
6,30,28,0,291546,0.031728,290,290,205,100000
6,30,28,0,391546,0.002002,290,290,205,100000
6,30,28,0,491546,0.000126,290,290,205,100000
6,19,17,0,181732,0.659502,220,220,205,100000
6,19,17,0,281732,0.041612,220,220,205,100000
6,19,17,0,381732,0.002626,220,220,205,100000
6,19,17,0,481732,0.000166,220,220,205,100000
6,14,12,0,170397,0.902061,340,315,205,100000
6,14,12,0,270397,0.056916,340,315,205,100000
6,14,12,0,370397,0.003591,340,315,205,100000
6,14,12,0,470397,0.000227,340,315,205,100000
6,33,31,0,168474,0.951288,305,290,205,100000
6,33,31,0,268474,0.060022,305,290,205,100000
6,33,31,0,368474,0.003787,305,290,205,100000
6,33,31,0,468474,0.000239,305,290,205,100000
6,44,42,0,183833,0.622306,220,220,205,100000
6,44,42,0,283833,0.039265,220,220,205,100000
6,44,42,0,383833,0.002477,220,220,205,100000
6,44,42,0,483833,0.000156,220,220,205,100000
6,35,33,0,191633,0.501654,300,285,205,100000
6,35,33,0,291633,0.031652,300,285,205,100000
6,35,33,0,391633,0.001997,300,285,205,100000
6,35,33,0,491633,0.000126,300,285,205,100000
6,42,40,0,188269,0.550519,250,250,205,100000
6,42,40,0,288269,0.034735,250,250,205,100000
6,42,40,0,388269,0.002192,250,250,205,100000
6,42,40,0,488269,0.000138,250,250,205,100000
6,36,34,0,196062,0.443870,265,265,205,100000
6,36,34,0,296062,0.028006,265,265,205,100000
6,36,34,0,396062,0.001767,265,265,205,100000
