run_id,instance,seed,beam_width,iterations,temperature,cooling_mode,timestamp,worker_id,parent_worker_id,algorithm,week,worker_seed,depth,start_time_ms,finish_time_ms,finish_candidate,initial_temperature,final_temperature,temperature_at_best,best_candidate,plateau_count,branch_count,produced_global_best,final_penalty,best_penalty,start_penalty,improvement_per_10k,branches_per_10k,accepted_worse_pct,hard_reject_pct,first_plateau_candidate,last_improvement_candidate,local_best_improvements,accepted_worse,hard_rejects
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T12:24:18+01:00,2,-1,lahc,1,777,0,0,845,500000,100.000000,0.000000,0.000000,119549,0,5,1,440,415,3800,67.7000,0.1000,0.00,59.45,0,119549,0,0,733078
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T12:24:18+01:00,5,3,lahc,1,777,1,0,853,500000,100.000000,0.000000,0.000000,63275,0,11,0,480,455,930,9.5000,0.2200,0.00,59.12,0,63275,0,0,723156
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T12:24:18+01:00,4,2,sa,1,777,1,0,889,500000,100.000000,0.000100,10.206950,82593,4,0,0,440,440,930,9.8000,0.0000,1.78,59.99,182593,82593,40141,8903,749707
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T12:24:18+01:00,1,-1,sa,1,777,0,0,943,500000,100.000000,44.916716,14.047660,71034,4,40,0,1235,440,3800,67.2000,0.8000,13.76,61.67,171034,71034,128063,68801,804397
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T12:24:18+01:00,8,6,lahc,1,777,3,0,848,500000,100.000000,0.000000,0.000000,0,0,0,0,485,485,485,0.0000,0.0000,0.00,60.54,0,0,0,0,767256
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T12:24:18+01:00,7,5,sa,1,777,2,0,872,500000,100.000000,0.000100,18.432659,61202,4,0,0,455,440,485,0.9000,0.0000,1.75,59.85,161202,61202,40492,8772,745267
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T12:24:18+01:00,3,-1,tabu,1,777,0,0,1023,500000,100.000000,0.000000,0.000000,286844,4,10,0,2955,1340,3800,49.2000,0.2000,38.03,64.15,102432,286844,290155,190138,894569
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T12:24:18+01:00,10,8,sa,1,777,4,0,824,500000,100.000000,0.000100,0.000000,0,4,0,1,485,415,415,0.0000,0.0000,1.78,59.91,150172,0,53175,8915,747309
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T12:24:18+01:00,11,9,lahc,1,777,4,0,834,500000,100.000000,0.000000,0.000000,0,0,0,1,415,415,415,0.0000,0.0000,0.00,59.28,0,0,0,0,727956
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T12:24:18+01:00,6,4,tabu,1,777,2,0,1043,500000,100.000000,0.000000,0.000000,0,4,0,0,2485,930,930,0.0000,0.0000,37.86,64.09,100001,0,290884,189294,892436
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T12:24:18+01:00,9,7,tabu,1,777,3,0,1014,500000,100.000000,0.000000,0.000000,0,4,0,0,2315,485,485,0.0000,0.0000,37.95,64.13,100001,0,290538,189773,893870
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T12:24:18+01:00,12,10,tabu,1,777,5,0,1011,500000,100.000000,0.000000,0.000000,0,4,0,1,2755,415,415,0.0000,0.0000,38.01,64.13,100001,0,290622,190026,894047
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T12:24:18+01:00,2,-1,lahc,2,123,0,0,796,500000,100.000000,0.000000,0.000000,118485,0,4,0,305,295,3725,68.6000,0.0800,0.00,58.45,0,118485,0,0,703409
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T12:24:18+01:00,5,3,lahc,2,123,1,0,775,500000,100.000000,0.000000,0.000000,78205,0,7,0,305,275,720,8.9000,0.1400,0.00,57.40,0,78205,0,0,673805
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T12:24:18+01:00,4,2,sa,2,123,1,0,813,500000,100.000000,0.000100,6.635353,98179,4,0,0,235,235,720,9.7000,0.0000,1.85,59.04,198179,98179,27502,9255,720826
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T12:24:18+01:00,7,5,sa,2,123,2,0,771,500000,100.000000,0.000100,5.053776,108033,3,0,0,245,245,410,3.3000,0.0000,1.88,58.52,208033,108033,27008,9384,705273
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T12:24:18+01:00,8,6,lahc,2,123,3,0,785,500000,100.000000,0.000000,0.000000,73183,0,0,0,275,260,410,3.0000,0.0000,0.00,60.78,0,73183,0,0,774946
