run_id,instance,seed,beam_width,iterations,temperature,cooling_mode,timestamp,worker_id,parent_worker_id,algorithm,week,worker_seed,depth,start_time_ms,finish_time_ms,finish_candidate,initial_temperature,final_temperature,temperature_at_best,best_candidate,plateau_count,branch_count,produced_global_best,final_penalty,best_penalty,start_penalty,improvement_per_10k,branches_per_10k,accepted_worse_pct,hard_reject_pct,first_plateau_candidate,last_improvement_candidate,local_best_improvements,accepted_worse,hard_rejects
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T12:40:46+01:00,0,-1,sa,1,777,0,0,829,500000,100.000000,72.131340,8.747582,88177,4,50,0,1300,530,3800,65.4000,1.0000,13.27,61.66,188177,88177,123514,66345,804192
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T12:40:46+01:00,3,1,sa,1,777,1,0,749,500000,100.000000,0.000100,20.947683,56573,4,0,0,485,480,545,1.3000,0.0000,1.74,57.98,156573,56573,49577,8680,689894
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T12:40:46+01:00,2,0,sa,1,777,1,0,847,500000,100.000000,36.455243,17.308204,63480,4,5,1,1040,430,840,8.2000,0.1000,13.99,61.83,163480,63480,128663,69972,809997
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T12:40:46+01:00,0,-1,sa,2,42,0,0,777,500000,100.000000,55.244367,11.421523,78524,4,66,0,1545,290,3755,69.3000,1.3200,14.01,60.50,178524,78524,130480,70048,765829
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T12:40:46+01:00,2,0,sa,2,42,1,0,771,500000,100.000000,33.548723,4.724284,110473,3,3,0,915,260,740,9.6000,0.0600,12.90,60.24,210473,110473,120805,64510,757607
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T12:40:46+01:00,4,2,sa,2,42,2,0,689,500000,100.000000,0.000100,9.626757,84711,4,0,0,300,260,280,0.4000,0.0000,1.83,58.62,184711,84711,39820,9129,708292
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T12:40:46+01:00,3,1,sa,2,42,1,0,769,500000,100.000000,29.920717,5.297122,106331,3,3,0,1050,235,410,3.5000,0.0600,12.99,60.31,206331,106331,121160,64934,759609
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T12:40:46+01:00,5,3,sa,2,42,2,0,688,500000,100.000000,0.000100,0.000000,0,4,0,0,290,260,260,0.0000,0.0000,1.87,58.13,150172,0,44202,9340,694139
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T12:40:46+01:00,6,4,sa,2,42,3,0,777,500000,100.000000,58.005343,10.877873,80289,4,1,1,1180,230,255,0.5000,0.0200,13.94,60.44,180289,80289,128757,69710,763800
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T12:40:46+01:00,7,5,sa,2,42,3,0,688,500000,100.000000,0.000100,0.000000,0,4,0,1,280,230,230,0.0000,0.0000,1.85,57.40,150172,0,33957,9251,673677
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T12:40:46+01:00,2,0,sa,3,42,1,0,764,500000,100.000000,0.000100,12.820235,74343,4,0,0,505,495,770,5.5000,0.0000,1.81,58.37,174343,74343,41505,9041,701047
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T12:40:46+01:00,0,-1,sa,3,42,0,0,856,500000,100.000000,99.457148,6.344187,99803,4,57,0,1645,480,4325,76.9000,1.1400,12.61,60.69,199803,99803,123352,63038,772064
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T12:40:46+01:00,3,1,sa,3,42,1,0,761,500000,100.000000,0.000100,8.727302,88261,4,1,0,495,495,625,2.6000,0.0200,1.83,60.11,188261,88261,35666,9130,753526
