run_id,instance,seed,beam_width,iterations,temperature,cooling_mode,timestamp,week,worker_id,beam_path,candidate,elapsed_ms,temperature_at_event,current_penalty,previous_best,new_best,improvement,improvement_pct,event_type,branch_depth,seed_used,accepted_worse_count,hard_reject_count,soft_reject_count,discovery_number,cands_since_previous,time_since_previous_ms,improvement_per_10k,improvement_per_second,post_reheat_improved,post_reheat_best_delta,post_reheat_cands_to_improve,post_reheat_spawned_branch,post_reheat_beat_global,post_reheat_on_winning_lineage
cvrp-lahc-s42,A-n10-k2,42,1,500000,100.0,adaptive,,1,0,0,6,0,0,244,247,244,3,1.21,GLOBAL_BEST,0,42,0,0,0,1,6,0,5000.00,0.00,0,0,0,0,0,0
cvrp-lahc-s42,A-n10-k2,42,1,500000,100.0,adaptive,,1,0,0,9,0,0,239,244,239,5,2.05,GLOBAL_BEST,0,42,0,0,0,2,3,0,16666.67,0.00,0,0,0,0,0,0
cvrp-lahc-s42,A-n10-k2,42,1,500000,100.0,adaptive,,1,0,0,11,0,0,220,239,220,19,7.95,GLOBAL_BEST,0,42,0,0,0,3,2,0,95000.00,0.00,0,0,0,0,0,0
cvrp-lahc-s42,A-n10-k2,42,1,500000,100.0,adaptive,,1,0,0,16,0,0,216,220,216,4,1.82,GLOBAL_BEST,0,42,0,0,0,4,5,0,8000.00,0.00,0,0,0,0,0,0
cvrp-lahc-s42,A-n10-k2,42,1,500000,100.0,adaptive,,1,0,0,208,0,0,210,216,210,6,2.78,GLOBAL_BEST,0,42,0,0,0,5,192,0,312.50,0.00,0,0,0,0,0,0
cvrp-lahc-s42,A-n10-k2,42,1,500000,100.0,adaptive,,1,0,0,769,0,0,208,210,208,2,0.95,GLOBAL_BEST,0,42,0,0,0,6,561,0,35.65,0.00,0,0,0,0,0,0
cvrp-lahc-s42,A-n10-k2,42,1,500000,100.0,adaptive,,1,0,0,862,0,0,205,208,205,3,1.44,GLOBAL_BEST,0,42,0,0,0,7,93,0,322.58,0.00,0,0,0,0,0,0
cvrp-lahc-s42,A-n10-k2,42,1,500000,100.0,adaptive,,1,0,0,1207,0,0,204,205,204,1,0.49,GLOBAL_BEST,0,42,0,0,0,8,345,0,28.99,0.00,0,0,0,0,0,0
